Name = VO242
Mach = 0; Re = 100000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 0; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
-151.0	-3.265	0.13239	-0.121	0.073	0.854	0.435	0.910	-24.662	0.210	0.213
-150.0	-3.304	0.14068	-0.123	0.069	0.859	0.416	0.913	-23.487	0.208	0.213
-149.0	-3.336	0.14948	-0.124	0.065	0.865	0.399	0.915	-22.320	0.205	0.213
-148.0	-3.361	0.15883	-0.126	0.061	0.871	0.381	0.917	-21.162	0.201	0.213
-147.0	-3.381	0.16823	-0.127	0.058	0.876	0.365	0.920	-20.099	0.197	0.213
-146.0	-3.395	0.17770	-0.127	0.055	0.881	0.348	0.922	-19.105	0.182	0.213
-145.0	-3.402	0.18856	-0.128	0.052	0.886	0.333	0.925	-18.042	0.132	0.212
-144.0	-3.405	0.19942	-0.128	0.049	0.891	0.319	0.928	-17.073	-0.755	0.212
-143.0	-3.403	0.21033	-0.129	0.047	0.896	0.305	0.930	-16.178	0.290	0.212
-142.0	-3.395	0.22120	-0.129	0.044	0.900	0.292	0.932	-15.349	0.253	0.212
-141.0	-3.383	0.23267	-0.129	0.042	0.905	0.279	0.934	-14.538	0.243	0.212
-140.0	-3.368	0.24566	-0.129	0.040	0.908	0.267	0.937	-13.709	0.235	0.212
-139.0	-3.349	0.25834	-0.128	0.038	0.913	0.256	0.939	-12.964	0.228	0.212
-138.0	-3.326	0.27062	-0.128	0.037	0.916	0.244	0.941	-12.292	0.228	0.212
-137.0	-3.300	0.28446	-0.127	0.035	0.920	0.235	0.943	-11.602	0.225	0.211
-136.0	-3.272	0.29674	-0.126	0.034	0.924	0.225	0.946	-11.027	0.221	0.211
-135.0	-3.243	0.31155	-0.125	0.032	0.927	0.216	0.948	-10.408	0.218	0.211
-134.0	-3.212	0.32508	-0.124	0.031	0.931	0.208	0.950	-9.879	0.216	0.211
-133.0	-3.178	0.33870	-0.123	0.030	0.933	0.199	0.952	-9.382	0.215	0.211
-132.0	-3.142	0.35407	-0.122	0.028	0.936	0.192	0.954	-8.875	0.202	0.211
-131.0	-2.828	0.49767	-0.106	0.027	0.511	0.184	0.511	-5.681	0.201	0.212
-130.0	-2.793	0.51754	-0.105	0.026	0.511	0.178	0.511	-5.397	0.207	0.212
-129.0	-2.759	0.53553	-0.103	0.025	0.511	0.171	0.511	-5.152	0.205	0.212
-128.0	-2.725	0.55577	-0.102	0.024	0.511	0.165	0.511	-4.904	0.204	0.213
-127.0	-2.689	0.57544	-0.100	0.023	0.511	0.159	0.511	-4.674	0.201	0.213
-126.0	-2.654	0.59444	-0.098	0.022	0.511	0.153	0.511	-4.465	0.199	0.213
-125.0	-2.620	0.61525	-0.097	0.021	0.511	0.149	0.512	-4.258	0.198	0.213
-124.0	-2.586	0.63464	-0.095	0.021	0.511	0.144	0.514	-4.075	0.192	0.213
-123.0	-2.554	0.65217	-0.093	0.020	0.512	0.139	0.516	-3.917	0.186	0.214
-122.0	-2.523	0.66648	-0.091	0.019	0.513	0.134	0.518	-3.785	0.183	0.214
-121.0	-2.492	0.68752	-0.089	0.018	0.515	0.130	0.520	-3.625	0.181	0.214
-120.0	-2.461	0.70245	-0.087	0.018	0.516	0.126	0.522	-3.503	0.179	0.215
-119.0	-2.430	0.72166	-0.084	0.017	0.518	0.122	0.524	-3.367	0.172	0.215
-118.0	-2.401	0.73984	-0.082	0.017	0.519	0.118	0.526	-3.245	0.166	0.216
-117.0	-2.372	0.75353	-0.079	0.016	0.520	0.114	0.528	-3.148	0.163	0.216
-116.0	-2.345	0.76917	-0.077	0.015	0.521	0.111	0.531	-3.049	0.155	0.217
-115.0	-2.320	0.78918	-0.074	0.015	0.522	0.108	0.533	-2.939	0.147	0.218
-114.0	-2.295	0.80522	-0.072	0.014	0.524	0.104	0.535	-2.850	0.139	0.219
-113.0	-2.271	0.81717	-0.069	0.014	0.525	0.101	0.537	-2.780	0.135	0.220
-112.0	-2.247	0.82999	-0.066	0.013	0.526	0.097	0.539	-2.708	0.134	0.220
-111.0	-2.225	0.84942	-0.064	0.013	0.527	0.095	0.541	-2.619	0.124	0.221
-110.0	-2.204	0.86221	-0.061	0.012	0.528	0.092	0.544	-2.556	0.111	0.222
-109.0	-2.184	0.87515	-0.058	0.012	0.529	0.090	0.546	-2.495	0.101	0.223
-108.0	-2.165	0.88438	-0.055	0.011	0.530	0.087	0.548	-2.448	0.085	0.225
-107.0	-2.147	0.89823	-0.052	0.011	0.531	0.084	0.551	-2.391	0.071	0.226
-106.0	-2.131	0.90736	-0.049	0.011	0.532	0.081	0.553	-2.349	0.057	0.227
-105.0	-2.117	0.91886	-0.046	0.010	0.533	0.079	0.556	-2.303	0.043	0.228
-104.0	-2.102	0.92990	-0.043	0.010	0.534	0.077	0.558	-2.261	0.033	0.230
-103.0	-2.089	0.93243	-0.040	0.010	0.535	0.075	0.561	-2.240	0.019	0.231
-102.0	-2.076	0.94162	-0.037	0.009	0.536	0.073	0.564	-2.205	-0.006	0.232
-101.0	-2.064	0.95755	-0.034	0.009	0.537	0.070	0.566	-2.156	-0.041	0.234
-100.0	-2.054	0.95758	-0.031	0.009	0.538	0.068	0.569	-2.145	-0.081	0.235
-99.0	-2.045	0.96119	-0.028	0.008	0.539	0.066	0.572	-2.128	-0.133	0.237
-98.0	-2.038	0.97514	-0.025	0.008	0.540	0.064	0.575	-2.090	-0.203	0.238
-97.0	-2.032	0.97928	-0.021	0.008	0.541	0.063	0.578	-2.075	-0.311	0.239
-96.0	-2.027	0.97602	-0.018	0.007	0.542	0.060	0.582	-2.077	-0.455	0.241
-95.0	-2.023	0.98613	-0.015	0.007	0.543	0.059	0.584	-2.052	-0.516	0.242
-94.0	-2.019	0.97706	-0.012	0.007	0.544	0.057	0.587	-2.066	-0.660	0.244
-93.0	-2.016	0.97797	-0.009	0.006	0.544	0.055	0.591	-2.062	-1.080	0.245
-92.0	-2.014	0.98701	-0.006	0.006	0.545	0.053	0.594	-2.041	-2.582	0.247
-91.0	-2.014	0.97704	-0.003	0.006	0.546	0.052	0.597	-2.061	8.016	0.249
-90.0	-2.015	0.97817	-0.000	0.006	0.547	0.050	0.601	-2.060	0.225	0.250
-89.0	-1.775	1.71373	0.003	0.546	0.006	0.597	0.052	-1.036	0.225	0.252
-88.0	-1.777	1.71822	0.006	0.545	0.006	0.594	0.053	-1.034	1.316	0.253
-87.0	-1.781	1.70280	0.009	0.544	0.006	0.591	0.055	-1.046	0.994	0.255
-86.0	-1.786	1.69398	0.012	0.544	0.007	0.587	0.057	-1.054	0.854	0.257
-85.0	-1.791	1.69600	0.015	0.543	0.007	0.584	0.059	-1.056	0.832	0.259
-84.0	-1.796	1.67950	0.018	0.542	0.007	0.582	0.060	-1.070	0.776	0.260
-83.0	-1.803	1.67301	0.021	0.541	0.008	0.578	0.063	-1.078	0.690	0.262
-82.0	-1.810	1.66076	0.025	0.540	0.008	0.575	0.064	-1.090	0.636	0.264
-81.0	-1.819	1.63826	0.028	0.539	0.008	0.572	0.066	-1.110	0.585	0.265
-80.0	-1.829	1.62458	0.031	0.538	0.009	0.569	0.068	-1.126	0.546	0.267
-79.0	-1.840	1.61456	0.034	0.537	0.009	0.566	0.070	-1.140	0.516	0.268
-78.0	-1.852	1.58789	0.037	0.536	0.009	0.564	0.073	-1.167	0.491	0.270
-77.0	-1.866	1.56868	0.040	0.535	0.010	0.561	0.075	-1.189	0.469	0.271
-76.0	-1.880	1.55476	0.043	0.534	0.010	0.558	0.077	-1.209	0.456	0.273
-75.0	-1.895	1.53263	0.046	0.533	0.010	0.556	0.079	-1.237	0.449	0.274
-74.0	-1.911	1.50980	0.049	0.532	0.011	0.553	0.081	-1.265	0.437	0.276
-73.0	-1.927	1.48912	0.052	0.531	0.011	0.551	0.084	-1.294	0.423	0.277
-72.0	-1.945	1.46189	0.055	0.530	0.011	0.548	0.087	-1.331	0.410	0.278
-71.0	-1.964	1.44035	0.058	0.529	0.012	0.546	0.090	-1.364	0.397	0.280
-70.0	-1.985	1.41469	0.061	0.528	0.012	0.544	0.092	-1.403	0.386	0.281
-69.0	-2.006	1.38853	0.064	0.527	0.013	0.541	0.095	-1.445	0.375	0.282
-68.0	-2.029	1.35734	0.066	0.526	0.013	0.539	0.097	-1.495	0.366	0.283
-67.0	-2.053	1.33076	0.069	0.525	0.014	0.537	0.101	-1.543	0.363	0.284
-66.0	-2.077	1.30483	0.072	0.524	0.014	0.535	0.104	-1.592	0.359	0.285
-65.0	-2.102	1.27477	0.074	0.522	0.015	0.533	0.108	-1.649	0.352	0.285
-64.0	-2.128	1.24073	0.077	0.521	0.015	0.531	0.111	-1.715	0.344	0.286
-63.0	-2.155	1.21151	0.079	0.520	0.016	0.528	0.114	-1.779	0.337	0.287
-62.0	-2.184	1.18383	0.082	0.519	0.017	0.526	0.118	-1.845	0.332	0.287
-61.0	-2.214	1.15040	0.084	0.518	0.017	0.524	0.122	-1.924	0.327	0.288
-60.0	-2.245	1.11715	0.087	0.516	0.018	0.522	0.126	-2.009	0.320	0.289
-59.0	-2.277	1.08762	0.089	0.515	0.018	0.520	0.130	-2.093	0.317	0.289
-58.0	-2.308	1.05196	0.091	0.513	0.019	0.518	0.134	-2.194	0.315	0.289
-57.0	-2.341	1.02239	0.093	0.512	0.020	0.516	0.139	-2.290	0.312	0.290
-56.0	-2.374	0.98945	0.095	0.511	0.021	0.514	0.144	-2.400	0.306	0.290
-55.0	-2.409	0.95589	0.097	0.511	0.021	0.512	0.149	-2.520	0.301	0.290
-54.0	-2.443	0.92146	0.098	0.511	0.022	0.511	0.153	-2.652	0.300	0.290
-53.0	-2.480	0.88811	0.100	0.511	0.023	0.511	0.159	-2.792	0.298	0.290
-52.0	-2.516	0.85496	0.102	0.511	0.024	0.511	0.165	-2.943	0.295	0.291
-51.0	-2.551	0.82088	0.103	0.511	0.025	0.511	0.171	-3.108	0.293	0.291
-50.0	-2.587	0.78876	0.105	0.511	0.026	0.511	0.178	-3.280	0.291	0.291
-49.0	-2.623	0.75533	0.106	0.511	0.027	0.511	0.184	-3.472	0.486	0.291
-48.0	-2.659	0.72429	0.122	0.936	0.028	0.954	0.192	-3.671	0.484	0.296
-47.0	-2.695	0.69128	0.123	0.933	0.030	0.952	0.199	-3.898	0.284	0.296
-46.0	-2.730	0.65957	0.124	0.931	0.031	0.950	0.208	-4.139	0.283	0.296
-45.0	-2.763	0.62824	0.125	0.927	0.032	0.948	0.216	-4.398	0.279	0.295
-44.0	-2.796	0.59591	0.126	0.924	0.034	0.946	0.225	-4.691	0.276	0.295
-43.0	-2.827	0.56584	0.127	0.920	0.035	0.943	0.235	-4.997	0.272	0.295
-42.0	-2.857	0.53532	0.128	0.916	0.037	0.941	0.244	-5.338	0.269	0.295
-41.0	-2.885	0.50584	0.128	0.913	0.038	0.939	0.256	-5.704	0.267	0.294
-40.0	-2.911	0.47634	0.129	0.908	0.040	0.937	0.267	-6.110	0.261	0.294
-39.0	-2.933	0.44714	0.129	0.905	0.042	0.934	0.279	-6.560	0.255	0.294
-38.0	-2.954	0.41971	0.129	0.900	0.044	0.932	0.292	-7.038	0.249	0.294
-37.0	-2.971	0.39323	0.129	0.896	0.047	0.930	0.305	-7.556	0.237	0.293
-36.0	-2.984	0.36726	0.128	0.891	0.049	0.928	0.319	-8.126	0.215	0.293
-35.0	-2.993	0.34214	0.128	0.886	0.052	0.925	0.333	-8.749	0.173	0.293
-34.0	-2.999	0.31750	0.127	0.881	0.055	0.922	0.348	-9.446	0.012	0.292
-33.0	-2.999	0.29466	0.127	0.876	0.058	0.920	0.365	-10.179	0.678	0.292
-32.0	-2.995	0.27262	0.126	0.871	0.061	0.917	0.381	-10.986	0.410	0.292
-31.0	-2.986	0.25139	0.124	0.865	0.065	0.915	0.399	-11.877	0.354	0.292
-30.0	-2.970	0.23146	0.123	0.859	0.069	0.913	0.416	-12.832	0.331	0.291
-29.0	-2.949	0.21268	0.121	0.854	0.073	0.910	0.435	-13.868	0.321	0.291
-28.0	-2.923	0.19500	0.120	0.847	0.078	0.907	0.454	-14.988	0.313	0.291
-27.0	-2.889	0.17859	0.118	0.841	0.084	0.905	0.473	-16.176	0.307	0.291
-26.0	-2.850	0.16315	0.115	0.834	0.089	0.902	0.492	-17.466	0.304	0.290
-25.0	-2.803	0.14896	0.113	0.827	0.096	0.899	0.511	-18.816	0.301	0.290
-24.0	-2.750	0.13574	0.110	0.820	0.103	0.896	0.530	-20.259	0.298	0.290
-23.0	-2.690	0.12376	0.108	0.812	0.111	0.894	0.550	-21.739	0.297	0.290
-22.0	-2.625	0.11273	0.104	0.804	0.119	0.891	0.569	-23.281	0.295	0.290
-21.0	-2.552	0.10267	0.101	0.795	0.129	0.888	0.587	-24.851	0.294	0.290
-20.0	-2.472	0.09346	0.098	0.787	0.139	0.885	0.605	-26.455	0.293	0.290
-19.0	-2.387	0.08516	0.094	0.778	0.151	0.882	0.623	-28.033	0.292	0.289
-18.0	-2.296	0.07762	0.090	0.768	0.163	0.880	0.640	-29.578	0.292	0.289
-17.0	-2.199	0.07096	0.086	0.759	0.177	0.877	0.657	-30.990	0.291	0.289
-16.0	-2.097	0.06483	0.082	0.748	0.192	0.874	0.672	-32.341	0.291	0.289
-15.0	-1.989	0.05944	0.078	0.738	0.208	0.871	0.687	-33.465	0.290	0.289
-14.0	-1.877	0.05460	0.073	0.727	0.225	0.868	0.702	-34.380	0.290	0.289
-13.0	-1.761	0.05024	0.069	0.715	0.244	0.866	0.715	-35.041	0.290	0.289
-12.0	-1.640	0.04647	0.064	0.703	0.263	0.863	0.727	-35.295	0.290	0.289
-11.0	-1.516	0.04307	0.059	0.690	0.283	0.860	0.739	-35.199	0.289	0.289
-10.0	-1.389	0.04012	0.054	0.677	0.304	0.857	0.750	-34.611	0.289	0.289
-9.0	-1.258	0.03754	0.049	0.664	0.325	0.854	0.760	-33.516	0.289	0.289
-8.0	-1.125	0.03535	0.044	0.649	0.347	0.851	0.769	-31.835	0.289	0.289
-7.0	-0.990	0.03345	0.038	0.635	0.369	0.848	0.778	-29.603	0.289	0.289
-6.0	-0.853	0.03184	0.033	0.619	0.390	0.845	0.785	-26.785	0.289	0.289
-5.0	-0.714	0.03053	0.028	0.603	0.412	0.841	0.793	-23.378	0.289	0.289
-4.0	-0.573	0.02946	0.022	0.587	0.433	0.838	0.799	-19.456	0.289	0.289
-3.0	-0.431	0.02865	0.017	0.570	0.454	0.834	0.806	-15.059	0.289	0.289
-2.0	-0.289	0.02807	0.011	0.552	0.475	0.830	0.811	-10.278	0.289	0.288
-1.0	-0.145	0.02771	0.006	0.533	0.495	0.826	0.816	-5.219	0.288	0.288
-0.0	-0.000	0.02755	-0.000	0.514	0.514	0.821	0.821	-0.000	0.288	0.250
1.0	0.145	0.02771	-0.006	0.495	0.533	0.816	0.826	5.219	0.288	0.288
2.0	0.289	0.02807	-0.011	0.475	0.552	0.811	0.830	10.278	0.289	0.288
3.0	0.431	0.02865	-0.017	0.454	0.570	0.806	0.834	15.059	0.289	0.289
4.0	0.573	0.02946	-0.022	0.433	0.587	0.799	0.838	19.456	0.289	0.289
5.0	0.714	0.03053	-0.028	0.412	0.603	0.793	0.841	23.378	0.289	0.289
6.0	0.853	0.03184	-0.033	0.390	0.619	0.785	0.845	26.785	0.289	0.289
7.0	0.990	0.03345	-0.038	0.369	0.635	0.778	0.848	29.603	0.289	0.289
8.0	1.125	0.03535	-0.044	0.347	0.649	0.769	0.851	31.835	0.289	0.289
9.0	1.258	0.03754	-0.049	0.325	0.664	0.760	0.854	33.516	0.289	0.289
10.0	1.389	0.04012	-0.054	0.304	0.677	0.750	0.857	34.611	0.289	0.289
11.0	1.516	0.04307	-0.059	0.283	0.690	0.739	0.860	35.199	0.289	0.289
12.0	1.640	0.04647	-0.064	0.263	0.703	0.727	0.863	35.295	0.290	0.289
13.0	1.761	0.05024	-0.069	0.244	0.715	0.715	0.866	35.041	0.290	0.289
14.0	1.877	0.05460	-0.073	0.225	0.727	0.702	0.868	34.380	0.290	0.289
15.0	1.989	0.05944	-0.078	0.208	0.738	0.687	0.871	33.465	0.290	0.289
16.0	2.097	0.06483	-0.082	0.192	0.748	0.672	0.874	32.341	0.291	0.289
17.0	2.199	0.07096	-0.086	0.177	0.759	0.657	0.877	30.990	0.291	0.289
18.0	2.296	0.07762	-0.090	0.163	0.768	0.640	0.880	29.578	0.292	0.289
19.0	2.387	0.08516	-0.094	0.151	0.778	0.623	0.882	28.033	0.292	0.289
20.0	2.472	0.09346	-0.098	0.139	0.787	0.605	0.885	26.455	0.293	0.290
21.0	2.552	0.10267	-0.101	0.129	0.795	0.587	0.888	24.851	0.294	0.290
22.0	2.625	0.11273	-0.104	0.119	0.804	0.569	0.891	23.281	0.295	0.290
23.0	2.690	0.12376	-0.108	0.111	0.812	0.550	0.894	21.739	0.297	0.290
24.0	2.750	0.13574	-0.110	0.103	0.820	0.530	0.896	20.259	0.298	0.290
25.0	2.803	0.14896	-0.113	0.096	0.827	0.511	0.899	18.816	0.301	0.290
26.0	2.850	0.16315	-0.115	0.089	0.834	0.492	0.902	17.466	0.304	0.290
27.0	2.889	0.17859	-0.118	0.084	0.841	0.473	0.905	16.176	0.307	0.291
28.0	2.923	0.19500	-0.120	0.078	0.847	0.454	0.907	14.988	0.313	0.291
29.0	2.949	0.21268	-0.121	0.073	0.854	0.435	0.910	13.868	0.321	0.291
30.0	2.970	0.23146	-0.123	0.069	0.859	0.416	0.913	12.832	0.331	0.291
31.0	2.986	0.25139	-0.124	0.065	0.865	0.399	0.915	11.877	0.354	0.292
32.0	2.995	0.27262	-0.126	0.061	0.871	0.381	0.917	10.986	0.410	0.292
33.0	2.999	0.29466	-0.127	0.058	0.876	0.365	0.920	10.179	0.678	0.292
34.0	2.999	0.31750	-0.127	0.055	0.881	0.348	0.922	9.446	0.012	0.292
35.0	2.993	0.34214	-0.128	0.052	0.886	0.333	0.925	8.749	0.173	0.293
36.0	2.984	0.36726	-0.128	0.049	0.891	0.319	0.928	8.126	0.215	0.293
37.0	2.971	0.39323	-0.129	0.047	0.896	0.305	0.930	7.556	0.237	0.293
38.0	2.954	0.41971	-0.129	0.044	0.900	0.292	0.932	7.038	0.249	0.294
39.0	2.933	0.44714	-0.129	0.042	0.905	0.279	0.934	6.560	0.255	0.294
40.0	2.911	0.47634	-0.129	0.040	0.908	0.267	0.937	6.110	0.261	0.294
41.0	2.885	0.50584	-0.128	0.038	0.913	0.256	0.939	5.704	0.267	0.294
42.0	2.857	0.53532	-0.128	0.037	0.916	0.244	0.941	5.338	0.269	0.295
43.0	2.827	0.56584	-0.127	0.035	0.920	0.235	0.943	4.997	0.272	0.295
44.0	2.796	0.59591	-0.126	0.034	0.924	0.225	0.946	4.691	0.276	0.295
45.0	2.763	0.62824	-0.125	0.032	0.927	0.216	0.948	4.398	0.279	0.295
46.0	2.730	0.65957	-0.124	0.031	0.931	0.208	0.950	4.139	0.283	0.296
47.0	2.695	0.69128	-0.123	0.030	0.933	0.199	0.952	3.898	0.284	0.296
48.0	2.659	0.72429	-0.122	0.028	0.936	0.192	0.954	3.671	0.484	0.296
49.0	2.623	0.75533	-0.106	0.027	0.511	0.184	0.511	3.472	0.486	0.291
50.0	2.587	0.78876	-0.105	0.026	0.511	0.178	0.511	3.280	0.291	0.291
51.0	2.551	0.82088	-0.103	0.025	0.511	0.171	0.511	3.108	0.293	0.291
52.0	2.516	0.85496	-0.102	0.024	0.511	0.165	0.511	2.943	0.295	0.291
53.0	2.480	0.88811	-0.100	0.023	0.511	0.159	0.511	2.792	0.298	0.290
54.0	2.443	0.92146	-0.098	0.022	0.511	0.153	0.511	2.652	0.300	0.290
55.0	2.409	0.95589	-0.097	0.021	0.511	0.149	0.512	2.520	0.301	0.290
56.0	2.374	0.98945	-0.095	0.021	0.511	0.144	0.514	2.400	0.306	0.290
57.0	2.341	1.02239	-0.093	0.020	0.512	0.139	0.516	2.290	0.312	0.290
58.0	2.308	1.05196	-0.091	0.019	0.513	0.134	0.518	2.194	0.315	0.289
59.0	2.277	1.08762	-0.089	0.018	0.515	0.130	0.520	2.093	0.317	0.289
60.0	2.245	1.11715	-0.087	0.018	0.516	0.126	0.522	2.009	0.320	0.289
61.0	2.214	1.15040	-0.084	0.017	0.518	0.122	0.524	1.924	0.327	0.288
62.0	2.184	1.18383	-0.082	0.017	0.519	0.118	0.526	1.845	0.332	0.287
63.0	2.155	1.21151	-0.079	0.016	0.520	0.114	0.528	1.779	0.337	0.287
64.0	2.128	1.24073	-0.077	0.015	0.521	0.111	0.531	1.715	0.344	0.286
65.0	2.102	1.27477	-0.074	0.015	0.522	0.108	0.533	1.649	0.352	0.285
66.0	2.077	1.30483	-0.072	0.014	0.524	0.104	0.535	1.592	0.359	0.285
67.0	2.053	1.33076	-0.069	0.014	0.525	0.101	0.537	1.543	0.363	0.284
68.0	2.029	1.35734	-0.066	0.013	0.526	0.097	0.539	1.495	0.366	0.283
69.0	2.006	1.38853	-0.064	0.013	0.527	0.095	0.541	1.445	0.375	0.282
70.0	1.985	1.41469	-0.061	0.012	0.528	0.092	0.544	1.403	0.386	0.281
71.0	1.964	1.44035	-0.058	0.012	0.529	0.090	0.546	1.364	0.397	0.280
72.0	1.945	1.46189	-0.055	0.011	0.530	0.087	0.548	1.331	0.410	0.278
73.0	1.927	1.48912	-0.052	0.011	0.531	0.084	0.551	1.294	0.423	0.277
74.0	1.911	1.50980	-0.049	0.011	0.532	0.081	0.553	1.265	0.437	0.276
75.0	1.895	1.53263	-0.046	0.010	0.533	0.079	0.556	1.237	0.449	0.274
76.0	1.880	1.55476	-0.043	0.010	0.534	0.077	0.558	1.209	0.456	0.273
77.0	1.866	1.56868	-0.040	0.010	0.535	0.075	0.561	1.189	0.469	0.271
78.0	1.852	1.58789	-0.037	0.009	0.536	0.073	0.564	1.167	0.491	0.270
79.0	1.840	1.61456	-0.034	0.009	0.537	0.070	0.566	1.140	0.516	0.268
80.0	1.829	1.62458	-0.031	0.009	0.538	0.068	0.569	1.126	0.546	0.267
81.0	1.819	1.63826	-0.028	0.008	0.539	0.066	0.572	1.110	0.585	0.265
82.0	1.810	1.66076	-0.025	0.008	0.540	0.064	0.575	1.090	0.636	0.264
83.0	1.803	1.67301	-0.021	0.008	0.541	0.063	0.578	1.078	0.690	0.262
84.0	1.796	1.67950	-0.018	0.007	0.542	0.060	0.582	1.070	0.776	0.260
85.0	1.791	1.69600	-0.015	0.007	0.543	0.059	0.584	1.056	0.832	0.259
86.0	1.786	1.69398	-0.012	0.007	0.544	0.057	0.587	1.054	0.854	0.257
87.0	1.781	1.70280	-0.009	0.006	0.544	0.055	0.591	1.046	0.994	0.255
88.0	1.777	1.71822	-0.006	0.006	0.545	0.053	0.594	1.034	1.316	0.253
89.0	1.775	1.71373	-0.003	0.006	0.546	0.052	0.597	1.036	1.965	0.252
90.0	1.774	1.72114	-0.000	0.006	0.547	0.050	0.601	1.031	0.225	0.250
91.0	2.014	0.97704	0.003	0.546	0.006	0.597	0.052	2.061	0.225	0.249
92.0	2.014	0.98701	0.006	0.545	0.006	0.594	0.053	2.041	-2.582	0.247
93.0	2.016	0.97797	0.009	0.544	0.006	0.591	0.055	2.062	-1.080	0.245
94.0	2.019	0.97706	0.012	0.544	0.007	0.587	0.057	2.066	-0.660	0.244
95.0	2.023	0.98613	0.015	0.543	0.007	0.584	0.059	2.052	-0.516	0.242
96.0	2.027	0.97602	0.018	0.542	0.007	0.582	0.060	2.077	-0.455	0.241
97.0	2.032	0.97928	0.021	0.541	0.008	0.578	0.063	2.075	-0.311	0.239
98.0	2.038	0.97514	0.025	0.540	0.008	0.575	0.064	2.090	-0.203	0.238
99.0	2.045	0.96119	0.028	0.539	0.008	0.572	0.066	2.128	-0.133	0.237
100.0	2.054	0.95758	0.031	0.538	0.009	0.569	0.068	2.145	-0.081	0.235
101.0	2.064	0.95755	0.034	0.537	0.009	0.566	0.070	2.156	-0.041	0.234
102.0	2.076	0.94162	0.037	0.536	0.009	0.564	0.073	2.205	-0.006	0.232
103.0	2.089	0.93243	0.040	0.535	0.010	0.561	0.075	2.240	0.019	0.231
104.0	2.102	0.92990	0.043	0.534	0.010	0.558	0.077	2.261	0.033	0.230
105.0	2.117	0.91886	0.046	0.533	0.010	0.556	0.079	2.303	0.043	0.228
106.0	2.131	0.90736	0.049	0.532	0.011	0.553	0.081	2.349	0.057	0.227
